Tax Year,County,Income Class,Number of Returns,NY AGI Total ($),NYS Tax Liability Total ($)
2000,Orange,"$5,000 - $9,999",10461,82657589.64,1790037.84
2000,Orange,"$50,000 - $74,999",24556,1584371063.31,37499529.82
2000,Orange,"$75,000 - $99,999",14436,1428582111.36,30597096.51
2000,Orange,"Under $5,000",9483,23512157.46,499232.46
2000,Queens,"$10,000 - $19,999",91725,1326181006.85,35085477.25
2000,Queens,"$100,000 - $199,999",63830,9591447779.27,176101087.68
2000,Queens,"$20,000 - $29,999",88164,2328393549.42,58041678.3
2000,Queens,"$200,000 or more",34004,10100514501.57,114489903.13
2000,Queens,"$30,000 - $39,999",88641,3157163278.85,77856174.75
2000,Queens,"$40,000 - $49,999",75462,3227170464.62,97548077.79
2000,Queens,"$5,000 - $9,999",46893,348599687.65,8900422.17
2000,Queens,"$50,000 - $74,999",115222,7131970779.74,197390925.17
2000,Queens,"$75,000 - $99,999",70931,5688383449.63,152956133.82
2000,Queens,"Under $5,000",44810,114243817.5,2383391.5
2000,Residence Unknown ++,All Classes,593,11949930.0,458906.06
2000,Rockland,"$10,000 - $19,999",14672,217128237.01,6920592.99
2000,Rockland,"$100,000 - $199,999",13400,2116166507.99,44565327.94
2000,Rockland,"$20,000 - $29,999",14875,345984718.16,11058914.96
2000,Rockland,"$200,000 or more",7518,2289677726.23,31341319.13
2000,Rockland,"$30,000 - $39,999",13678,469089479.66,16165609.26
2000,Rockland,"$40,000 - $49,999",12362,545966831.79,19253439.51
2000,Rockland,"$5,000 - $9,999",6063,43114610.77,1327444.39
2000,Rockland,"$50,000 - $74,999",20824,1389580127.25,44924099.61
2000,Rockland,"$75,000 - $99,999",13730,1209967402.64,37515721.67
2000,Rockland,"Under $5,000",5321,12297943.26,353615.07
2000,Schuyler,"$10,000 - $19,999",1563,22651694.16,454059.99
2000,Schuyler,"$100,000 - $199,999",542,84581956.45,1256528.25
2000,Schuyler,"$20,000 - $29,999",1193,30364209.65,608028.27
2000,Schuyler,"$200,000 or more",273,76911069.06,729366.25
2000,Schuyler,"$30,000 - $39,999",1097,41971011.0,901953.51
2000,Schuyler,"$40,000 - $49,999",870,42460735.63,966542.2
2000,Schuyler,"$5,000 - $9,999",784,5684139.55,122082.3
2000,Schuyler,"$50,000 - $74,999",1241,78970126.7,1588611.59
2000,Schuyler,"$75,000 - $99,999",687,61518447.52,1361681.16
2000,Schuyler,"Under $5,000",857,2251780.31,39858.45
2000,Seneca,"$10,000 - $19,999",2220,32160030.78,598749.54
2000,Seneca,"$100,000 - $199,999",956,137671939.74,1920847.36
2000,Seneca,"$20,000 - $29,999",2254,57570275.66,1014548.7
2000,Seneca,"$200,000 or more",477,145277505.49,1105226.49
2000,Seneca,"$30,000 - $39,999",1722,60981270.55,1224073.89
2000,Seneca,"$40,000 - $49,999",1463,60801783.77,1491530.25
2000,Seneca,"$5,000 - $9,999",1266,9353878.31,168723.89
2000,Seneca,"$50,000 - $74,999",2213,127350014.85,2773463.93
2000,Seneca,"$75,000 - $99,999",1172,104750853.55,1975878.35
2000,Seneca,"Under $5,000",1359,3353961.76,48267.5
2000,Staten Island,"$10,000 - $19,999",21997,320908163.44,8301022.62
2000,Staten Island,"$100,000 - $199,999",16206,2389283018.3,44340869.52
2000,Staten Island,"$20,000 - $29,999",20898,520900554.34,13051412.85
2000,Staten Island,"$200,000 or more",7429,2125291471.44,24043899.77
2000,Staten Island,"$30,000 - $39,999",20778,770730005.1,19450327.39
2000,Staten Island,"$40,000 - $49,999",18846,802574869.27,24453815.03
2000,Staten Island,"$5,000 - $9,999",11225,87737783.33,1951636.52
2000,Staten Island,"$50,000 - $74,999",30332,2074768639.46,52458184.73
2000,Staten Island,"$75,000 - $99,999",16698,1366448061.73,37688113.57
2000,Staten Island,"Under $5,000",10004,25517466.0,501271.31
2000,Suffolk,"$10,000 - $19,999",76588,1254357704.04,34257198.39
2000,Suffolk,"$100,000 - $199,999",65696,10166802054.18,218416719.51
2000,Suffolk,"$20,000 - $29,999",82011,1947397373.33,59210576.47
2000,Suffolk,"$200,000 or more",35044,10996677305.91,133069236.78
2000,Suffolk,"$30,000 - $39,999",74204,2504630269.66,85068594.06
2000,Suffolk,"$40,000 - $49,999",66245,3067211709.37,96034257.52
2000,Suffolk,"$5,000 - $9,999",38209,274364292.94,7432084.3
2000,Suffolk,"$50,000 - $74,999",112739,6421717825.1,206265634.42
2000,Suffolk,"$75,000 - $99,999",68617,6399074465.18,172672834.39
2000,Suffolk,"Under $5,000",33510,82942794.2,1999946.45
2000,Tioga,"$10,000 - $19,999",3446,51272657.29,1105316.7
2000,Tioga,"$100,000 - $199,999",1519,236162250.53,3255175.23
2000,Tioga,"$20,000 - $29,999",3044,76617044.43,1573571.77
2000,Tioga,"$200,000 or more",691,221960841.88,1791880.26
2000,Tioga,"$30,000 - $39,999",2765,105455988.61,2015392.15
2000,Tioga,"$40,000 - $49,999",2262,100577259.01,2261623.57
2000,Tioga,"$5,000 - $9,999",1788,13191941.41,272412.12
2000,Tioga,"$50,000 - $74,999",3284,205790642.23,4508683.14
2000,Tioga,"$75,000 - $99,999",1875,157115086.17,3458390.64
2000,Tioga,"Under $5,000",1995,5000333.82,83540.88
2000,Tompkins,"$10,000 - $19,999",5993,83578351.36,2009971.16
2000,Tompkins,"$100,000 - $199,999",3159,453773992.46,8186668.64
2000,Tompkins,"$20,000 - $29,999",5436,133745101.44,3200423.13
2000,Tompkins,"$200,000 or more",1656,521443771.72,5031603.86
2000,Tompkins,"$30,000 - $39,999",5253,179581432.99,4594792.01
2000,Tompkins,"$40,000 - $49,999",4418,192559597.33,5392937.33
2000,Tompkins,"$5,000 - $9,999",3044,23562109.02,522723.15
2000,Tompkins,"$50,000 - $74,999",6649,409884704.49,11067111.59
2000,Tompkins,"$75,000 - $99,999",3592,338693310.59,7360922.9
2000,Tompkins,"Under $5,000",3409,8646595.81,169802.94
2000,Westchester,"$10,000 - $19,999",37846,629606754.65,21219772.11
2000,Westchester,"$100,000 - $199,999",57874,9193445978.23,234659884.27
2000,Westchester,"$20,000 - $29,999",38553,936293264.78,33782128.49
2000,Westchester,"$200,000 or more",32141,9245421758.93,152631310.42
2000,Westchester,"$30,000 - $39,999",41787,1580875622.88,54222593.25
2000,Westchester,"$40,000 - $49,999",40272,1795206768.58,80885455.3
2000,Westchester,"$5,000 - $9,999",16492,118739977.61,4141842.05
2000,Westchester,"$50,000 - $74,999",82130,5344507998.39,208818557.05
2000,Westchester,"$75,000 - $99,999",50265,4562650475.02,157803463.4
2000,Westchester,"Under $5,000",14877,37911624.71,1105613.18
2000,Yates,"$10,000 - $19,999",1765,25810491.9,552155.93
2000,Yates,"$100,000 - $199,999",761,127494535.1,1569178.49
2000,Yates,"$20,000 - $29,999",1483,37818159.77,829559.69
2000,Yates,"$200,000 or more",333,104666426.7,870058.81
2000,Yates,"$30,000 - $39,999",1335,43123787.25,998332.52
2000,Yates,"$40,000 - $49,999",1131,51230754.97,1161071.17
2000,Yates,"$5,000 - $9,999",899,7114514.2,131638.31
2000,Yates,"$50,000 - $74,999",1503,88453027.84,1974105.18
2000,Yates,"$75,000 - $99,999",828,70924380.34,1489382.69
2000,Yates,"Under $5,000",954,2279064.27,39695.26
2001,Albany,"$10,000 - $19,999",19045,279339137.61,7847028.53
2001,Albany,"$100,000 - $199,999",12759,1697919885.02,35988216.97
2001,Albany,"$20,000 - $29,999",17930,458503447.16,11487700.39
2001,Albany,"$200,000 or more",6709,1935080282.91,24419401.75
2001,Albany,"$30,000 - $39,999",17509,566668877.21,18154770.06
2001,Albany,"$40,000 - $49,999",14639,680090063.07,19216484.0
2001,Albany,"$5,000 - $9,999",9176,65656610.95,1630538.8
2001,Albany,"$50,000 - $74,999",24236,1474489521.78,46167157.62
2001,Albany,"$75,000 - $99,999",13189,1222205845.53,29903968.81
2001,Albany,"Under $5,000",8541,20969737.04,434052.24
2001,Bronx,"$10,000 - $19,999",87858,1379936552.74,26314389.16
2001,Bronx,"$100,000 - $199,999",22700,3648812224.15,42820196.42
2001,Bronx,"$20,000 - $29,999",68291,1612821827.9,32190424.38
2001,Bronx,"$200,000 or more",9644,2878265119.49,20940104.17
2001,Bronx,"$30,000 - $39,999",58194,2077897517.18,39410428.49
2001,Bronx,"$40,000 - $49,999",42118,1896674137.15,41423698.86
2001,Bronx,"$5,000 - $9,999",49154,372465374.59,6001148.18
2001,Bronx,"$50,000 - $74,999",57642,3665769278.37,63913612.87
2001,Bronx,"$75,000 - $99,999",28946,2467799695.42,39652265.07
2001,Bronx,"Under $5,000",57990,143270010.84,2124290.6
2001,Brooklyn,"$10,000 - $19,999",128927,2058533597.06,42971210.45
2001,Brooklyn,"$100,000 - $199,999",70844,10309346844.02,176850817.06
2001,Brooklyn,"$20,000 - $29,999",111238,2786903085.74,68500692.79
2001,Brooklyn,"$200,000 or more",33126,10474114911.23,109884684.59
2001,Brooklyn,"$30,000 - $39,999",105557,3417003582.7,90218281.16
2001,Brooklyn,"$40,000 - $49,999",86502,3999919462.58,104864701.05
2001,Brooklyn,"$5,000 - $9,999",65338,479194160.08,11677655.1
2001,Brooklyn,"$50,000 - $74,999",131674,8068093060.48,241747853.04
2001,Brooklyn,"$75,000 - $99,999",76693,7247717040.04,158693212.82
2001,Brooklyn,"Under $5,000",63216,150726104.97,3227493.98
2001,Broome,"$10,000 - $19,999",13342,202439533.34,4769667.49
2001,Broome,"$100,000 - $199,999",6630,979565504.23,15775661.77
2001,Broome,"$20,000 - $29,999",12384,321198816.14,7578212.06
2001,Broome,"$200,000 or more",3086,903719225.3,9741751.98
2001,Broome,"$30,000 - $39,999",11059,394378836.05,9327328.38
2001,Broome,"$40,000 - $49,999",8428,391435620.95,9848789.74
2001,Broome,"$5,000 - $9,999",7237,50278322.18,1226621.94
2001,Broome,"$50,000 - $74,999",13597,792190808.02,23345933.82
2001,Broome,"$75,000 - $99,999",7235,643628155.59,14643692.71
2001,Broome,"Under $5,000",7963,20374111.19,384184.43
2001,Cayuga,"$10,000 - $19,999",5205,74758299.16,1718009.7
2001,Cayuga,"$100,000 - $199,999",2445,344575954.46,5907959.19
2001,Cayuga,"$20,000 - $29,999",5151,118663710.82,3001457.95
2001,Cayuga,"$200,000 or more",1120,355367758.44,3286341.43
2001,Cayuga,"$30,000 - $39,999",4544,160935421.12,3722441.44
2001,Cayuga,"$40,000 - $49,999",3297,147747245.73,3550633.17
2001,Cayuga,"$5,000 - $9,999",3184,22796153.83,491570.88
2001,Cayuga,"$50,000 - $74,999",5679,347214356.89,8803531.09
2001,Cayuga,"$75,000 - $99,999",2893,218361485.12,5730853.41
2001,Cayuga,"Under $5,000",3009,7421284.26,133355.69
2001,Chemung,"$10,000 - $19,999",6358,93216390.0,1950728.16
2001,Chemung,"$100,000 - $199,999",2512,348505634.03,6166591.84
2001,Chemung,"$20,000 - $29,999",5531,138978164.02,2767035.64
2001,Chemung,"$200,000 or more",1225,377611628.6,3120789.96
2001,Chemung,"$30,000 - $39,999",4718,149356847.15,3549994.17
2001,Chemung,"$40,000 - $49,999",3722,169738744.24,3742690.78
2001,Chemung,"$5,000 - $9,999",3023,24343333.99,448261.14
2001,Chemung,"$50,000 - $74,999",5584,330925718.81,8421866.24
2001,Chemung,"$75,000 - $99,999",3097,273705974.72,6269338.07
2001,Chemung,"Under $5,000",3406,8829267.43,155817.73
2001,Cortland,"$10,000 - $19,999",3713,56425889.99,1333728.63
2001,Cortland,"$100,000 - $199,999",1577,249294401.24,3898632.24
2001,Cortland,"$20,000 - $29,999",3096,77270063.88,1764116.8
2001,Cortland,"$200,000 or more",675,211227706.88,2102690.73
2001,Cortland,"$30,000 - $39,999",2752,93981592.65,2078757.32
2001,Cortland,"$40,000 - $49,999",2159,97567135.02,2617634.06
2001,Cortland,"$5,000 - $9,999",1878,13033005.54,327058.83
2001,Cortland,"$50,000 - $74,999",3185,228603860.86,4444824.51
2001,Cortland,"$75,000 - $99,999",1743,159010913.35,3719997.32
2001,Cortland,"Under $5,000",2029,4848785.38,97309.35
2001,Dutchess,"$10,000 - $19,999",18425,262531819.33,7682500.27
2001,Dutchess,"$100,000 - $199,999",11936,2013862970.38,35483241.33
2001,Dutchess,"$20,000 - $29,999",16347,369439003.69,11541007.72
2001,Dutchess,"$200,000 or more",6034,1847143014.31,20058849.65
2001,Dutchess,"$30,000 - $39,999",15465,536556366.54,15620630.64
2001,Dutchess,"$40,000 - $49,999",12090,589646284.61,17985556.74
2001,Dutchess,"$5,000 - $9,999",8023,55707028.95,1546624.43
2001,Dutchess,"$50,000 - $74,999",22919,1424076745.12,42744146.78
2001,Dutchess,"$75,000 - $99,999",13018,1176325737.16,30225710.93
2001,Dutchess,"Under $5,000",8215,20777868.35,450128.27
2001,Erie,"$10,000 - $19,999",57372,882413575.15,19672794.3
2001,Erie,"$100,000 - $199,999",32328,4711370387.38,82980648.58
2001,Erie,"$20,000 - $29,999",55755,1470182466.25,32217293.14
2001,Erie,"$200,000 or more",15945,4677193846.51,45954402.15
2001,Erie,"$30,000 - $39,999",48052,1714488812.33,40947403.73
2001,Erie,"$40,000 - $49,999",39349,1779088708.98,54259021.26
2001,Erie,"$5,000 - $9,999",27784,201604908.01,4784374.44
2001,Erie,"$50,000 - $74,999",59501,3720821588.92,97594546.34
2001,Erie,"$75,000 - $99,999",38175,3330899243.54,75669882.6
2001,Erie,"Under $5,000",29159,78592767.67,1470414.76
2001,"Grand Total, Full-Year Resident",All Classes,6436872,415535054443.37,10876970981.48
2001,Madison,"$10,000 - $19,999",4723,69849237.98,1665440.31
2001,Madison,"$100,000 - $199,999",1998,275217982.53,4845572.56
2001,Madison,"$20,000 - $29,999",4337,119076397.71,2640704.81
2001,Madison,"$200,000 or more",994,275667682.11,2886474.76
2001,Madison,"$30,000 - $39,999",3605,123712530.91,3022348.48
2001,Madison,"$40,000 - $49,999",3087,141326066.09,3619732.8
2001,Madison,"$5,000 - $9,999",2533,18741815.53,367895.63
2001,Madison,"$50,000 - $74,999",4762,289162888.25,7135926.31
2001,Madison,"$75,000 - $99,999",2647,224884273.03,5185608.86
2001,Madison,"Under $5,000",2586,6230889.52,128325.18
2001,Manhattan,"$10,000 - $19,999",43684,624784334.28,35595296.48
2001,Manhattan,"$100,000 - $199,999",110483,16551218286.45,653655725.12
2001,Manhattan,"$20,000 - $29,999",48144,1146625939.99,57770699.59
2001,Manhattan,"$200,000 or more",67938,20962076855.18,445544576.75
2001,Manhattan,"$30,000 - $39,999",57497,2169862897.42,112496049.95
2001,Manhattan,"$40,000 - $49,999",60979,2613182226.19,182522594.67
2001,Manhattan,"$5,000 - $9,999",16568,123462989.71,6384876.27
2001,Manhattan,"$50,000 - $74,999",139428,9197037493.02,502488993.9
2001,Manhattan,"$75,000 - $99,999",100811,8630537338.09,503199517.38
2001,Manhattan,"Under $5,000",12003,29571580.61,1233784.26
2001,Monroe,"$10,000 - $19,999",46150,656014402.05,16945911.64
2001,Monroe,"$100,000 - $199,999",29920,4696723548.76,88944575.22
2001,Monroe,"$20,000 - $29,999",40426,1055570888.98,24687566.55
2001,Monroe,"$200,000 or more",14396,4077148753.62,46649791.09
2001,Monroe,"$30,000 - $39,999",40934,1398383963.34,41488078.75
2001,Monroe,"$40,000 - $49,999",33732,1559934511.38,45500249.74
2001,Monroe,"$5,000 - $9,999",22138,179054842.87,4275631.68
2001,Monroe,"$50,000 - $74,999",50803,3354266310.38,88993882.47
2001,Monroe,"$75,000 - $99,999",31959,2902003713.3,74292799.87
2001,Monroe,"Under $5,000",21989,53752446.33,1304205.88
2001,NYS Unclassified +,All Classes,2304,69742974.67,2272741.35
2001,Nassau,"$10,000 - $19,999",56666,855822753.11,34796125.47
2001,Nassau,"$100,000 - $199,999",72324,12371065083.68,301353618.5
2001,Nassau,"$20,000 - $29,999",62519,1528331424.0,56862832.18
2001,Nassau,"$200,000 or more",44948,14426141811.18,235241836.27
2001,Nassau,"$30,000 - $39,999",65282,2167990114.78,91297622.66
2001,Nassau,"$40,000 - $49,999",59294,2704194378.42,136022762.35
2001,Nassau,"$5,000 - $9,999",25398,195909047.67,7501787.03
2001,Nassau,"$50,000 - $74,999",116606,6859098837.94,303550978.76
2001,Nassau,"$75,000 - $99,999",72361,6468375834.02,260258485.43
2001,Nassau,"Under $5,000",21683,52518031.36,1835640.96
2001,Onondaga,"$10,000 - $19,999",29251,446505872.76,9722917.85
2001,Onondaga,"$100,000 - $199,999",16673,2377889055.47,41644579.9
2001,Onondaga,"$20,000 - $29,999",28486,709615135.24,17007379.57
2001,Onondaga,"$200,000 or more",8327,2536529624.64,24200256.32
2001,Onondaga,"$30,000 - $39,999",24907,827043916.33,22658806.7
2001,Onondaga,"$40,000 - $49,999",20922,913248998.92,25346106.56
2001,Onondaga,"$5,000 - $9,999",15346,110767327.42,2681083.17
2001,Onondaga,"$50,000 - $74,999",35882,2403174728.37,60609179.11
2001,Onondaga,"$75,000 - $99,999",20061,1773125880.66,40351397.16
2001,Onondaga,"Under $5,000",15346,40366670.34,718667.95
2001,Orange,"$10,000 - $19,999",21430,306236944.25,8096167.13
2001,Orange,"$100,000 - $199,999",12560,1953450588.93,34535670.6
2001,Orange,"$20,000 - $29,999",20458,511458480.56,11754342.16
2001,Orange,"$200,000 or more",6708,2155413202.05,21189346.73
2001,Orange,"$30,000 - $39,999",18223,668982791.0,17283819.65
2001,Orange,"$40,000 - $49,999",15257,718679938.3,19488309.46
2001,Orange,"$5,000 - $9,999",10213,81426356.72,1979873.53
2001,Orange,"$50,000 - $74,999",25443,1654658005.14,44260869.79
2001,Orange,"$75,000 - $99,999",14024,1245823787.39,30196278.57
2001,Orange,"Under $5,000",10217,23958133.26,573814.1
2001,Queens,"$10,000 - $19,999",92822,1421748810.93,37451527.44
2001,Queens,"$100,000 - $199,999",59735,9261228791.35,175269617.66
2001,Queens,"$20,000 - $29,999",94847,2436758808.33,64952740.11
2001,Queens,"$200,000 or more",31689,9602268183.07,124414824.11
2001,Queens,"$30,000 - $39,999",94880,3300088599.17,99986896.55
2001,Queens,"$40,000 - $49,999",77253,3271743839.59,103703965.17
2001,Queens,"$5,000 - $9,999",50703,350797316.35,9668276.17
2001,Queens,"$50,000 - $74,999",120774,8241934147.97,219999324.72
2001,Queens,"$75,000 - $99,999",66396,5507033714.65,157878437.25
2001,Queens,"Under $5,000",45533,115162065.25,2497436.16
2001,Residence Unknown ++,All Classes,545,12825320.39,407981.96
2001,Rockland,"$10,000 - $19,999",14039,221609200.12,6453672.35
2001,Rockland,"$100,000 - $199,999",12185,1742144744.09,44125604.39
2001,Rockland,"$20,000 - $29,999",14533,351337665.08,12477763.55
2001,Rockland,"$200,000 or more",7865,2305722907.99,35427902.99
2001,Rockland,"$30,000 - $39,999",13922,444866876.52,16047725.42
2001,Rockland,"$40,000 - $49,999",11949,519960854.56,19215047.83
2001,Rockland,"$5,000 - $9,999",6264,46981817.48,1421184.88
2001,Rockland,"$50,000 - $74,999",20862,1252357248.59,44838211.34
2001,Rockland,"$75,000 - $99,999",13576,1150950000.48,38775673.86
2001,Rockland,"Under $5,000",5573,14679805.96,386188.6
2001,Schuyler,"$10,000 - $19,999",1481,22380815.59,487132.59
2001,Schuyler,"$100,000 - $199,999",584,80434978.1,1334139.7
2001,Schuyler,"$20,000 - $29,999",1262,33648783.12,701106.16
2001,Schuyler,"$200,000 or more",272,79750965.51,799107.34
2001,Schuyler,"$30,000 - $39,999",1125,38798060.64,962702.0
2001,Schuyler,"$40,000 - $49,999",866,39891882.64,994434.63
2001,Schuyler,"$5,000 - $9,999",757,5909551.34,128268.92
2001,Schuyler,"$50,000 - $74,999",1144,73331606.0,1627851.48
2001,Schuyler,"$75,000 - $99,999",688,64893823.26,1152696.78
2001,Schuyler,"Under $5,000",852,2092725.25,37994.83
2001,Seneca,"$10,000 - $19,999",2257,36042142.44,703544.18
2001,Seneca,"$100,000 - $199,999",934,128996640.54,2236318.01
2001,Seneca,"$20,000 - $29,999",2243,55927377.1,1136376.65
2001,Seneca,"$200,000 or more",480,136129450.33,1213170.25
2001,Seneca,"$30,000 - $39,999",1859,68448498.24,1451474.74
2001,Seneca,"$40,000 - $49,999",1421,59409915.33,1380143.92
2001,Seneca,"$5,000 - $9,999",1199,9369135.8,194115.44
2001,Seneca,"$50,000 - $74,999",2108,136531938.06,3062426.88
2001,Seneca,"$75,000 - $99,999",1141,96061222.84,2102783.87
2001,Seneca,"Under $5,000",1376,3645759.78,58262.97
2001,Staten Island,"$10,000 - $19,999",22532,325561077.6,9476368.47
2001,Staten Island,"$100,000 - $199,999",15863,2409469019.9,48204968.23
2001,Staten Island,"$20,000 - $29,999",21695,571548988.86,16102443.9
2001,Staten Island,"$200,000 or more",8169,2361777399.94,32484765.46
2001,Staten Island,"$30,000 - $39,999",21047,713011886.79,21208791.05
2001,Staten Island,"$40,000 - $49,999",17788,809529322.95,27325112.93
2001,Staten Island,"$5,000 - $9,999",10920,88263212.23,2385626.74
2001,Staten Island,"$50,000 - $74,999",29589,1869457141.08,56101642.01
2001,Staten Island,"$75,000 - $99,999",14988,1355550956.98,35049372.66
2001,Staten Island,"Under $5,000",11789,29740444.94,729674.5
2001,Suffolk,"$10,000 - $19,999",76929,1154887688.08,35879355.1
2001,Suffolk,"$100,000 - $199,999",66055,9431677727.83,227220270.52
2001,Suffolk,"$20,000 - $29,999",78571,2108486604.91,58915387.91
2001,Suffolk,"$200,000 or more",35793,10357111919.57,135533132.8
2001,Suffolk,"$30,000 - $39,999",74355,2709646176.93,86089881.34
2001,Suffolk,"$40,000 - $49,999",69637,3260879177.83,104741656.16
2001,Suffolk,"$5,000 - $9,999",37619,274726341.07,8063548.66
2001,Suffolk,"$50,000 - $74,999",119632,8225763836.02,239623916.29
2001,Suffolk,"$75,000 - $99,999",73271,6189500839.1,201345747.42
2001,Suffolk,"Under $5,000",36524,94423598.51,2268697.26
